ticket_id,customer_id,issue_type,severity,resolution_time_hrs
8365,15625494,Fraud Alert,Critical,49.9
8366,15682955,Billing,Low,1.7
8367,15758856,App Bug,High,21.7
8368,15758856,App Bug,High,33.4
8369,15783865,Unknown,High,27.3
8370,15745455,Login Issue,Medium,7.0
8371,15644212,Login Issue,Medium,9.9
8372,15644212,App Bug,Medium,9.9
8373,15735688,Fraud Alert,  Low  ,1.9
8374,15735688,Fraud Alert,Medium,11.6
8375,15658577,Fraud Alert,High,54.3
8376,15606887,Login Issue,Medium,7.4
8377,15606887,Fraud Alert,Medium,15.1
8378,15783026,Billing,Low,2.6
8379,15579892,Fraud Alert,NULL,27.4
8380,15802088,App Bug,Critical,33.1
8381,15802088,Fraud Alert,Low,2.9
8382,15636395,Billing,Medium,10.2
8383,15814033,Fraud Alert,Medium,9.1
8384,15814033,Loan Query,High,12.8
8385,15814033,Fraud Alert,Medium,8.1
8386,15814033,Loan Query,Medium,6.9
8387,15783007,  Billing  ,Low,1.9
8388,15654183,Card Problem,Low,1.3
8389,15654183,Loan Query,Critical,51.6
8390,15654183,Loan Query,Medium,11.5
8391,15609899,App Bug,Medium,9.4
8392,15609899,Loan Query,Medium,5.6
8393,15609899,Fraud Alert,Low,1.1
8394,15747323,Billing,Low,1.3
8395,15747323,Fraud Alert,Critical,100.1
8396,15747323,  Login Issue  ,Low,1.4
8397,15747323,Fraud Alert,Low,1.0
8398,15738835,Unknown,Low,2.8
8399,15697480,Login Issue,Low,2.5
8400,15697480,Loan Query,Critical,57.3
8401,15697480,App Bug,Medium,4.8
8402,15579891,Fraud Alert,High,20.7
8403,15805690,Billing,  High  ,21.5
8404,15805690,Fraud Alert,Low,1.2
8405,15612139,Fraud Alert,Low,2.0
8406,15612139,Card Problem,Medium,9.6
8407,15612139,Fraud Alert,Critical,33.9
8408,15568834,App Bug,Low,1.7
8409,15709917,Card Problem,Medium,9.1
8410,40968267,Billing,Low,2.7
8411,15718843,App Bug,Medium,7.0
8412,15799494,Billing,Low,1.9
8413,15673439,Billing,Medium,18.8
8414,15581388,App Bug,Medium,6.7
8415,15743153,Fraud Alert,Low,1.9
8416,15743153,Billing,Low,1.7
8417,15743153,Loan Query,Medium,9.6
8418,15579787,Fraud Alert,Medium,11.0
8419,15579787,Billing,Medium,8.9
8420,15759966,Billing,Low,1.1
8421,15759966,Card Problem,High,15.1
8422,15764021,Login Issue,N/A,8.9
8423,15764021,Loan Query,Low,2.3
8424,15687218,Fraud Alert,High,28.6
8425,15626452,Loan Query,Low,1.2
8426,15700964,Card Problem,Low,2.8
8427,15700964,Fraud Alert,Low,1.6
8428,15749472,App Bug,Medium,five
8429,15749472,Billing,Medium,10.2
8430,15734588,Card Problem,Low,2.0
8431,15784594,Login Issue,Critical,68.3
8432,15784594,Billing,Low,2.1
8433,15784594,Loan Query,MEDIUM,5.3
8434,15790247,Billing,Low,3.0
8435,15790247,Loan Query,Low,1.2
8436,15676433,Login Issue,Low,1.2
8437,15625905,Loan Query,Low,2.9
8438,15752857,Fraud Alert,Medium,10.2
8439,15752857,App Bug,Medium,7.8
8440,15752857,Login Issue,Critical,34.6
8441,15677908,Loan Query,Medium,8.0
8442,15623972,Card Problem,Medium,6.9
8443,15738627,Loan Query,Medium,11.9
8444,15738627,Card Problem,Low,2.6
8445,15684868,Fraud Alert,Medium,14.0
8446,15684868,Card Problem,Medium,8.3
8447,15627854,Fraud Alert,Medium,7.0
8448,15627854,Billing,Low,2.8
8449,15669253,App Bug,Medium,14.1
8450,15669253,Fraud Alert,Medium,14.3
8451,15669253,  App Bug  ,High,45.7
8452,15669253,Loan Query,Low,3.6
8453,15758023,Billing,Low,4.8
8454,15758023,Card Problem,High,43.5
8455,15758023,Login Issue,High,22.1
8456,15574558,Card Problem,Critical,35.6
8457,15574558,Fraud Alert,Medium,7.7
8458,15574558,Card Problem,Medium,10.4
8459,15635256,Fraud Alert,Low,1.1
8460,15674720,Card Problem,Medium,16.8
8461,15674720,Fraud Alert,Medium,18.4
8462,15674720,Fraud Alert,Medium,16.8
8463,15580249,Loan Query,Medium,11.2
8464,15675431,App Bug,Medium,7.1
8465,15698285,Loan Query,Medium,9.3
8466,15698285,Fraud Alert,  Low  ,2.7
8467,15698285,Billing,Medium,10.9
8468,15810775,Login Issue,MEDIUM,7.4
8469,15678173,Billing,Low,1.8
8470,15665222,Loan Query,Medium,8.9
8471,15803908,Loan Query,High,17.3
8472,15803908,Loan Query,High,35.1
8473,15803908,Billing,High,14.4
8474,15586039,Billing,Medium,6.5
8475,15586039,Login Issue,High,16.4
8476,15802570,loan query,Low,1.0
8477,15802570,App Bug,Low,3.0
8478,15781451,,High,14.4
8479,15781451,,Medium,7.2
8480,15738588,Loan Query,Critical,40.4
8481,15738588,Billing,High,22.6
8482,15730657,Loan Query,Medium,8.5
8483,15739292,Loan Query,Medium,4.6
8484,15725945,Login Issue,Critical,103.6
8485,15725945,App Bug,Low,3.8
8486,15725945,Fraud Alert,Low,1.8
8487,15725945,Fraud Alert,Medium,6.2
8488,15813159,Card Problem,High,51.2
8489,15813159,Loan Query,High,44.8
8490,15813159,Billing,Medium,6.0
8491,45127606,Login Issue,Medium,11.8
8492,15636820,  Login Issue  ,Low,1.2
8493,15603880,Billing,Medium,11.8
8494,15603880,Card Problem,High,33.2
8495,15603880,Card Problem,High,-5.0
8496,15619494,Login Issue,Critical,-1
8497,15596992,App Bug,High,21.2
8498,15596992,Login Issue,Medium,13.9
8499,15596992,Loan Query,Critical,65.8
8500,15735025,Fraud Alert,Low,1.2
8501,15730759,App Bug,Medium,12.2
8502,15730759,Fraud Alert,Low,3.5
8503,15730759,Fraud Alert,Low,1.6
8504,15752912,Login Issue,High,17.2
8505,15711316,Fraud Alert,Medium,11.0
8506,15711316,Login Issue,High,19.5
8507,15711316,Loan Query,Low,2.8
8508,15742126,App Bug,Medium,5.8
8509,15742126,App Bug,Low,1.7
8510,15575623,Loan Query,Medium,8.0
8511,15575623,Loan Query,Low,2.1
8512,15741652,Billing,Low,2.3
8513,15741652,Login Issue,Medium,
8514,15738884,Billing,Low,1.3
8515,15615050,Billing,Low,3.4
8516,15803005,Fraud Alert,High,29.9
8517,15743498,Fraud Alert,Low,2.7
8518,15743498,Fraud Alert,Critical,31.7
8519,15665802,Loan Query,High,29.9
8520,76240162,App Bug,Low,1.9
8521,15571144,App Bug,Low,2.8
8522,15750731,Login Issue,Low,3.7
8523,15750731,App Bug,High,16.9
8524,15750731,Billing,High,29.7
8525,15750731,Card Problem,Low,4.5
8526,15737910,Billing,Medium,4.3
8527,15737910,Fraud Alert,Low,2.4
8528,15761076,Loan Query,Medium,7.8
8529,15761076,Login Issue,Medium,6.4
8530,15710105,Billing,Medium,13.3
8531,15710105,Login Issue,Low,2.2
8532,15710105,Login Issue,High,23.5
8533,15710105,App Bug,Medium,19.6
8534,73143635,Login Issue,High,21.5
8535,15662488,,Low,3.2
8536,15662488,App Bug,Medium,13.6
8537,15604813,Fraud Alert,High,30.1
8538,15611644,App Bug,Medium,8.2
8539,15611644,Billing,Low,1.9
8540,15674928,Card Problem,High,12.3
8541,15674928,Fraud Alert,Low,1.6
8542,15656100,Card Problem,Low,2.1
8543,15764293,Loan Query,Low,2.3
8544,15636423,App Bug,High,34.2
8545,15636423,Card Problem,Medium,10.9
8546,15636423,Card Problem,Medium,11.7
8547,15607629,Loan Query,Medium,10.3
8548,15607629,App Bug,Low,2.7
8549,15607629,Login Issue,High,32.5
8550,15577313,Login Issue,Low,3.5
8551,15643359,Fraud Alert,Low,2.1
8552,15643359,Loan Query,High,24.0
8553,15687913,Billing,Medium,9.8
8554,15687913,Login Issue,High,17.2
8555,15687913,Fraud Alert,Medium,8.5
8556,15687913,Loan Query,Low,2.9
8557,15727605,Billing,MEDIUM,7.8
8558,15727605,Billing,Medium,11.0
8559,15651144,Login Issue,Medium,9.6
8560,15651144,App Bug,Low,2.4
8561,15651144,App Bug,Low,2.6
8562,15749401,App Bug,Low,1.3
8563,15749401,Loan Query,Medium,12.9
8564,15749401,Loan Query,Critical,86.9
8565,15749401,Card Problem,High,53.6
8566,15691874,Fraud Alert,Medium,10.5
8567,15691874,App Bug,Low,1.4
8568,15769781,App Bug,  Low  ,2.1
8569,15773071,Billing,High,36.0
8570,15773071,Login Issue,Medium,4.8
8571,15720371,Card Problem,Critical,33.9
8572,15720371,Card Problem,Medium,13.7
8573,15717984,Billing,High,18.2
8574,15785042,Card Problem,Medium,4.4
8575,15785042,Unknown,Medium,9.5
8576,15785042,Card Problem,High,16.2
8577,15809302,Card Problem,Medium,11.0
8578,15677550,Billing,Medium,5.5
8579,15653065,Loan Query,High,15.6
8580,15690526,  Billing  ,Medium,6.2
8581,15690526,Loan Query,Low,1.9
8582,15806945,Loan Query,Medium,5.7
8583,15670066,Card Problem,Medium,8.9
8584,15670066,Card Problem,Medium,10.9
8585,15625761,Login Issue,High,43.4
8586,15625761,App Bug,Medium,14.2
8587,15598162,Login Issue,Low,1.4
8588,15694300,Fraud Alert,Low,2.2
8589,15694300,App Bug,Low,2.1
8590,15612444,Loan Query,Medium,8.4
8591,15626457,Loan Query,Low,1.8
8592,15627995,Loan Query,Medium,15.7
8593,15627995,Login Issue,Medium,7.4
8594,15706128,Fraud Alert,Low,2.2
8595,15627385,App Bug,Medium,11.7
8596,15581323,Billing,Low,1.2
8597,15801942,Fraud Alert,High,19.7
8598,15567431,Card Problem,High,17.2
8599,15567431,Billing,Medium,11.5
8600,15810167,Loan Query,Low,1.6
8601,15810167,Login Issue,Low,2.0
8602,15810167,App Bug,High,32.7
8603,15644501,Fraud Alert,Low,2.7
8604,15611157,Card Problem,Low,2.7
8605,15656822,Login Issue,Low,1.1
8606,15604146,Login Issue,Medium,6.6
8607,15604146,Fraud Alert,High,18.4
8608,15813974,Login Issue,Low,1.3
8609,15759741,Fraud Alert,Medium,N/A
8610,15734892,App Bug,High,17.0
8611,15734892,Loan Query,Medium,11.0
8612,15797194,Billing,Low,2.9
8613,15797194,Login Issue,High,24.5
8614,15797194,Card Problem,High,21.8
8615,15797194,Loan Query,Low,1.6
8616,15723786,Login Issue,Low,2.9
8617,15642726,Card Problem,High,16.3
8618,15664339,Loan Query,Medium,8.5
8619,15664339,Fraud Alert,Critical,97.0
8620,15664339,Fraud Alert,Low,3.7
8621,15754526,Login Issue,High,22.7
8622,15754526,App Bug,Low,1.3
8623,15754526,Fraud Alert,High,18.4
8624,15751412,Loan Query,Medium,5.1
8625,15751412,Fraud Alert,Low,1.9
8626,15751412,Billing,High,28.2
8627,15609558,Loan Query,Medium,11.4
8628,15609558,Billing,Low,1.6
8629,15609558,Card Problem,Low,4.7
8630,15613923,Fraud Alert,Low,2.7
8631,15731781,Billing,Low,2.4
8632,15794273,Login Issue,High,22.1
8633,15804950,App Bug,Medium,4.4
8634,15804950,Billing,Low,1.9
8635,15804950,Login Issue,Low,1.1
8636,15804950,Card Problem,Low,1.2
8637,15576304,Billing,Medium,10.0
8638,15750755,Login Issue,Medium,7.7
8639,15569654,Fraud Alert,Low,2.0
8640,15790763,Loan Query,Medium,999.0
8641,15616221,Billing,Medium,9.1
8642,15616221,Billing,Low,3.7
8643,15616221,Card Problem,High,13.7
8644,15616221,Billing,Critical,116.6
8645,15776124,Billing,Critical,64.5
8646,15638231,App Bug,Low,2.0
8647,15638231,Loan Query,Low,2.8
8648,15800412,App Bug,Low,2.5
8649,15597610,NULL,Medium,9.5
8650,15597610,Billing,Low,1.5
8651,15726634,Fraud Alert,Low,1.9
8652,15670866,Loan Query,Low,2.3
8653,15670866,Loan Query,Low,2.2
8654,15667462,Fraud Alert,Medium,5.7
8655,15667462,App Bug,Medium,4.1
8656,15667462,Fraud Alert,Low,2.7
8657,15716926,Loan Query,Medium,6.9
8658,15603554,App Bug,Low,4.5
8659,15603554,Loan Query,Low,3.0
8660,15603554,Billing,Medium,9.9
8661,15603554,App Bug,Medium,14.0
8662,15679429,Billing,Low,1.5
8663,15616122,Login Issue,Low,1.5
8664,15636016,Card Problem,Medium,7.4
8665,15636016,Loan Query,Low,2.4
8666,15669741,Fraud Alert,Low,2.9
8667,15729238,Loan Query,Low,1.2
8668,15729238,Fraud Alert,Medium,15.9
8669,15729238,Login Issue,Medium,13.6
8670,15729238,Loan Query,Low,4.3
8671,15718242,Fraud Alert,Medium,13.3
8672,15682914,Card Problem,Low,2.7
8673,15682914,Billing,Low,2.1
8674,15654274,App Bug,Low,1.3
8675,15691457,App Bug,Low,2.5
8676,15719649,App Bug,High,23.8
8677,15778897,Billing,Low,1.5
8678,15589437,App Bug,Low,2.8
8679,15589437,App Bug,Medium,11.5
8680,15589437,Billing,Medium,8.0
8681,15589437,Billing,Medium,9.9
8682,15682369,Fraud Alert,Medium,9.6
8683,15682369,Billing,Low,1.9
8684,15571995,Fraud Alert,High,24.5
8685,15571995,App Bug,Medium,11.7
8686,15673333,Billing,High,35.8
8687,15748752,Card Problem,Low,1.9
8688,15748752,Fraud Alert,Low,1.1
8689,15748752,Card Problem,Medium,6.1
8690,15748752,Loan Query,High,27.2
8691,15722083,App Bug,High,17.6
8692,15722083,Login Issue,Medium,11.0
8693,15771442,App Bug,Low,1.6
8694,15803633,App Bug,Low,2.1
8695,15803633,Login Issue,Medium,4.9
8696,15672185,Login Issue,Low,2.8
8697,15806486,Loan Query,Medium,8.4
8698,15570895,Login Issue,Low,1.0
8699,15570895,App Bug,Low,2.3
8700,15570895,App Bug,Low,2.4
8701,15687492,Billing,Medium,5.9
8702,15687492,Login Issue,Medium,6.9
8703,15675337,Loan Query,Low,2.4
8704,15589017,Fraud Alert,Low,3.1
8705,15589017,App Bug,High,12.1
8706,15589017,Card Problem,Medium,13.1
8707,15611186,Login Issue,Medium,8.0
8708,15611186,App Bug,Low,1.9
8709,15611186,App Bug,Low,1.2
8710,15617301,Fraud Alert,  Low  ,2.0
8711,15617301,Loan Query,High,29.5
8712,15617301,Fraud Alert,Medium,7.4
8713,15726046,Login Issue,Low,1.7
8714,15585748,Billing,Medium,6.9
8715,15585748,Card Problem,Medium,10.0
8716,15672826,Billing,Low,1.2
8717,15650026,Loan Query,Medium,12.6
8718,15650026,Card Problem,Critical,79.2
8719,15745826,Card Problem,Medium,10.3
8720,15745826,App Bug,Medium,8.6
8721,15745826,Billing,High,13.9
8722,15624471,Card Problem,Critical,50.6
8723,15590097,Billing,Medium,5.2
8724,15689328,Loan Query,Medium,16.8
8725,15689328,Loan Query,High,48.9
8726,15689328,Fraud Alert,Medium,9.2
8727,15582154,Loan Query,Low,2.6
8728,15582154,Card Problem,Low,1.4
8729,15734626,Login Issue,Medium,10.3
8730,15620756,Card Problem,Medium,8.8
8731,15620756,App Bug,High,46.3
8732,15611331,Loan Query,Low,2.2
8733,15576935,Card Problem,Critical,110.5
8734,15576935,Fraud Alert,Low,2.1
8735,15576935,Card Problem,Low,1.4
8736,15661275,App Bug,Medium,13.9
8737,15661275,Billing,Critical,111.9
8738,15661275,App Bug,Medium,5.0
8739,15661275,Fraud Alert,Low,2.5
8740,15814940,NULL,Low,1.3
8741,15768471,Fraud Alert,Medium,18.8
8742,15768471,Fraud Alert,Critical,32.1
8743,15697391,Billing,Low,N/A
8744,15608338,Fraud Alert,Low,4.0
8745,38534022,Login Issue,Low,2.7
8746,15591135,Login Issue,Medium,9.1
8747,15623219,Billing,Medium,12.6
8748,15623219,Login Issue,Medium,9.5
8749,15623219,Billing,Low,2.6
8750,15623219,App Bug,Low,3.2
8751,15655229,Loan Query,High,27.0
8752,15655229,App Bug,Medium,7.1
8753,15655229,Fraud Alert,High,20.6
8754,15805884,App Bug,High,27.6
8755,15805884,Login Issue,Critical,37.6
8756,15805884,Fraud Alert,Low,2.5
8757,15773276,App Bug,Medium,5.6
8758,15773276,Login Issue,Low,3.0
8759,15622801,Loan Query,Medium,4.0
8760,15713673,Fraud Alert,Low,2.8
8761,15621550,Fraud Alert,Medium,6.3
8762,15621550,Billing,High,25.6
8763,15621550,Fraud Alert,Low,1.2
8764,15799480,Billing,Low,2.6
8765,15799480,App Bug,Low,1.8
8766,15799480,Card Problem,Low,1.7
8767,15625247,Fraud Alert,Medium,5.8
8768,15755241,Fraud Alert,Medium,4.1
8769,15755241,Card Problem,Medium,17.0
8770,15755241,Login Issue,High,36.5
8771,15575679,Billing,Medium,5.0
8772,15575679,Billing,Low,2.2
8773,15668235,Login Issue,High,14.0
8774,15683183,Billing,Medium,7.2
8775,15684592,Card Problem,Critical,52.3
8776,15591169,Fraud Alert,Critical,38.1
8777,15591169,Billing,Medium,18.6
8778,15591169,App Bug,Medium,19.0
8779,15653455,Fraud Alert,High,16.6
8780,15653455,Card Problem,Medium,5.3
8781,15732563,,Medium,4.2
8782,15732563,Loan Query,High,30.8
8783,15656471,Loan Query,Low,2.2
8784,15656471,Login Issue,Low,1.7
8785,15598510,Loan Query,Medium,11.6
8786,15766427,Fraud Alert,Medium,12.8
8787,15785342,Fraud Alert,Medium,8.9
8788,15785342,,Critical,45.2
8789,15641595,Card Problem,Low,2.9
8790,15641595,Card Problem,High,12.1
8791,15798429,App Bug,Low,3.0
8792,15798429,Login Issue,Low,1.1
8793,15790810,Fraud Alert,MEDIUM,19.3
8794,15790810,Loan Query,Medium,15.4
8795,15790810,App Bug,Medium,12.3
8796,15765643,App Bug,Medium,8.9
8797,15654878,Login Issue,Medium,8.5
8798,15686835,App Bug,Critical,35.9
8799,15686835,Billing,Medium,4.6
8800,15686835,Fraud Alert,Medium,17.5
8801,15768340,Card Problem,Low,2.4
8802,15689096,Login Issue,Low,2.1
8803,15689096,billing,Low,2.3
8804,57918047,Card Problem,High,34.1
8805,15689096,Card Problem,Low,1.5
8806,15684294,App Bug,Critical,66.2
8807,15684294,App Bug,Low,1.6
8808,15684294,Login Issue,Low,2.7
8809,15615828,Login Issue,Medium,5.5
8810,15746012,Billing,Medium,17.3
8811,15615797,App Bug,Low,2.0
8812,15615797,Loan Query,Low,3.7
8813,15615797,App Bug,  Low  ,3.8
8814,15793856,Fraud Alert,Medium,9.3
8815,15629545,Billing,Low,1.4
8816,15793046,Billing,Low,1.4
8817,15740428,Loan Query,Low,1.2
8818,15618243,Login Issue,High,35.5
8819,15618243,Login Issue,Low,1.1
8820,15784161,App Bug,Medium,7.6
8821,15784161,Fraud Alert,Low,1.3
8822,15784161,Fraud Alert,Low,9999
8823,15700325,Fraud Alert,Low,2.5
8824,15700325,Fraud Alert,Low,1.2
8825,15659064,Card Problem,Medium,8.4
8826,15704340,Fraud Alert,High,33.0
8827,15704340,Card Problem,Medium,11.9
8828,15704340,Billing,Low,1.3
8829,15704340,Fraud Alert,Medium,11.7
8830,98084551,Login Issue,Medium,16.6
8831,15793455,Card Problem,Medium,15.5
8832,15632345,Login Issue,High,25.9
8833,15814468,App Bug,Low,4.9
8834,15754820,Fraud Alert,Low,1.3
8835,15794472,App Bug,Medium,9.2
8836,15794472,Billing,Medium,7.7
8837,15646632,Card Problem,Low,2.1
8838,15676353,App Bug,Low,9999.0
8839,15566312,Billing,Low,4.7
8840,15730418,Card Problem,Medium,7.7
8841,15739972,Billing,High,21.0
8842,15739972,Card Problem,High,39.7
8843,15739972,Fraud Alert,Low,2.5
8844,15739972,Login Issue,Low,1.6
8845,15661591,Login Issue,High,27.9
8846,15661591,Fraud Alert,Low,1.7
8847,15814750,Card Problem,Medium,6.8
8848,15663421,Card Problem,Medium,10.6
8849,15576196,Fraud Alert,Medium,4.8
8850,15576196,Fraud Alert,Low,999.0
8851,15568742,App Bug,High,18.1
8852,15693764,Billing,Medium,18.9
8853,15693764,Billing,High,44.7
8854,15693764,Card Problem,Low,2.6
8855,15166710,Card Problem,Medium,6.9
8856,15714260,Billing,Medium,8.9
8857,15798200,Billing,Critical,50.5
8858,15791111,App Bug,Medium,4.2
8859,15791111,Card Problem,High,34.7
8860,15791111,App Bug,Medium,11.7
8861,15791111,App Bug,Low,2.1
8862,15638269,Login Issue,Medium,9.5
8863,15638269,Billing,Medium,9.7
8864,15807473,Login Issue,Medium,7.0
8865,15807473,Login Issue,Low,1.2
8866,15807473,Billing,Low,2.9
8867,15708534,Billing,Low,3.1
8868,15708534,Fraud Alert,Low,2.1
8869,15708534,Fraud Alert,Medium,5.4
8870,15640686,Fraud Alert,Low,4.5
8871,15588904,Login Issue,Low,1.2
8872,15588904,Billing,Medium,19.3
8873,15588904,App Bug,Medium,9.2
8874,15588904,App Bug,Medium,-1.0
8875,15768763,Billing,High,29.5
8876,15768763,Card Problem,Medium,19.6
8877,15770543,Loan Query,Low,five
8878,15642162,Fraud Alert,High,38.9
8879,15642162,Card Problem,Medium,5.0
8880,15714046,Card Problem,Low,1.6
8881,15714046,Card Problem,Medium,11.8
8882,15575060,Billing,Low,2.1
8883,15812040,App Bug,Low,2.1
8884,15812073,Loan Query,Low,1.9
8885,15812073,App Bug,High,30.2
8886,15706810,Billing,High,12.8
8887,15706810,Login Issue,Medium,11.2
8888,15706810,Loan Query,High,35.7
8889,15706810,Billing,Low,2.3
8890,15584090,Loan Query,Medium,17.4
8891,15584090,Login Issue,Low,1.6
8892,15584090,Login Issue,Low,1.2
8893,15584090,Loan Query,Low,1.1
8894,15810807,App Bug,Low,1.1
8895,15582033,Card Problem,High,36.1
8896,15582033,Loan Query,Low,1.8
8897,15582033,App Bug,Medium,14.0
8898,15687607,Fraud Alert,Medium,4.7
8899,15687607,Loan Query,High,30.4
8900,15687607,Loan Query,Medium,9.3
8901,15701352,Login Issue,Low,2.8
8902,15701352,App Bug,High,999.0
8903,15701352,Billing,Medium,10.9
8904,15789371,Login Issue,Medium,4.4
8905,15707918,Loan Query,Low,one hour
8906,15707918,Loan Query,Low,1.5
8907,39574124,Login Issue,Low,1.1
8908,15602812,Billing,Medium,5.9
8909,15602812,  Card Problem  ,Low,2.7
8910,15675888,Fraud Alert,Low,unknown
8911,15675888,Card Problem,Medium,7.7
8912,15675888,Fraud Alert,High,19.4
8913,15675888,Card Problem,Medium,5.7
8914,15591822,Card Problem,Medium,6.7
8915,15738501,Loan Query,Medium,17.6
8916,15738501,Billing,Low,4.2
8917,15738501,Billing,Low,1.7
8918,15585907,Login Issue,High,21.6
8919,15585907,Card Problem,Low,1.4
8920,15579040,App Bug,Critical,66.3
8921,15579040,Card Problem,Medium,2500.0
8922,15736126,Billing,Medium,17.5
8923,15736126,Billing,Low,3.5
8924,15736126,App Bug,Low,3.0
8925,15745399,Login Issue,High,25.8
8926,15745399,Billing,Medium,7.7
8927,15745399,Loan Query,Low,1.4
8928,15760749,Billing,Medium,4.2
8929,15637118,App Bug,Low,2.0
8930,15637118,Login Issue,Medium,999.0
8931,15657829,Login Issue,  Low  ,3.9
8932,15657829,App Bug,Medium,4.8
8933,15657829,Loan Query,Low,1.1
8934,15657829,Billing,Critical,57.2
8935,15738497,App Bug,Critical,49.3
8936,15738497,Card Problem,Low,1.3
8937,15738497,App Bug,Medium,8.5
8938,15738497,Card Problem,Medium,8.5
8939,15690695,App Bug,Critical,35.4
8940,15762351,Loan Query,Critical,30.6
8941,15598982,Billing,Low,5.0
8942,15769516,Login Issue,Medium,5.9
8943,15769516,App Bug,Low,1.9
8944,15769516,Loan Query,Medium,4.3
8945,15801924,Billing,Low,1.6
8946,15801924,App Bug,Low,2.1
8947,15767804,Fraud Alert,Medium,10.6
8948,15767804,Card Problem,Low,1.3
8949,15718039,Fraud Alert,High,25.3
8950,15579994,Fraud Alert,Low,1.6
8951,15782608,Billing,High,29.9
8952,15782608,Loan Query,  Critical  ,60.8
8953,15566894,Card Problem,Critical,37.4
8954,13783229,App Bug,Low,2.1
8955,15668943,Loan Query,Critical,26.1
8956,25202822,Fraud Alert,Medium,11.5
8957,15577423,App Bug,Medium,16.5
8958,15577423,Login Issue,Medium,19.7
8959,15577423,Fraud Alert,Low,4.8
8960,15683363,Login Issue,Medium,999.0
8961,15699335,Card Problem,Medium,8.5
8962,15699335,Card Problem,Medium,5.8
8963,15574369,Fraud Alert,Medium,6.3
8964,15574369,Login Issue,Medium,8.1
8965,15574369,Billing,Medium,9.5
8966,15703167,Login Issue,Medium,7.9
8967,15703167,Fraud Alert,Medium,4.9
8968,15723216,Card Problem,Low,1.1
8969,15647974,Billing,Low,1.4
8970,15583371,FRAUD ALERT,Medium,12.3
8971,15583371,Billing,Medium,17.9
8972,15583371,App Bug,Medium,17.4
8973,15772559,Billing,High,32.6
8974,15719212,Card Problem,Medium,4.1
8975,15719212,,Low,1.6
8976,15719212,Card Problem,High,32.5
8977,15719212,Loan Query,High,28.0
8978,15764927,Billing,Critical,66.1
8979,15764927,Fraud Alert,High,32.1
8980,15764927,Fraud Alert,Medium,9.1
8981,15731412,App Bug,High,26.4
8982,15731412,App Bug,High,14.0
8983,15596011,Login Issue,Low,1.0
8984,15600510,Loan Query,Critical,26.5
8985,15600510,App Bug,Low,2.1
8986,15625706,Card Problem,N/A,18.2
8987,15625706,CARD PROBLEM,High,15.5
8988,15625706,App Bug,Critical,91.3
8989,15781409,,Medium,4.5
8990,15781409,Card Problem,Medium,11.2
8991,15677243,Login Issue,High,17.2
8992,15677243,Loan Query,Low,2.2
8993,15677243,Billing,High,12.2
8994,15815070,Fraud Alert,Low,2.7
8995,15815070,Login Issue,Medium,4.6
8996,15815070,Fraud Alert,High,23.6
8997,15701522,Billing,Medium,6.4
8998,15701522,Card Problem,Critical,49.4
8999,15701522,Loan Query,Medium,5.3
9000,15701522,Card Problem,Low,2.6
9001,15755978,Billing,Low,1.2
9002,15755978,Fraud Alert,Medium,9.3
9003,15688395,Billing,High,35.2
9004,15682211,Loan Query,High,13.7
9005,15682211,App Bug,Medium,11.7
9006,15637411,Fraud Alert,Medium,9.4
9007,15591512,Fraud Alert,Low,5.0
9008,15591512,Fraud Alert,Medium,12.7
9009,15763683,App Bug,High,47.4
9010,15763683,App Bug,NULL,4.9
9011,15641782,Card Problem,Low,2.4
9012,15800233,Card Problem,Medium,6.2
9013,15566030,Billing,Medium,14.1
9014,15566030,Billing,Low,1.0
9015,15701412,App Bug,Medium,8.6
9016,15702464,Login Issue,Low,1.1
9017,15702464,App Bug,Medium,5.3
9018,15704160,Login Issue,Medium,4.8
9019,15704160,Fraud Alert,Medium,12.7
9020,15704160,App Bug,Medium,N/A
9021,15704160,Login Issue,High,40.0
9022,15664752,App Bug,Low,1.5
9023,15664752,Loan Query,Low,1.6
9024,15621195,Login Issue,Medium,7.6
9025,15621195,Login Issue,Medium,Unknown
9026,15635197,Login Issue,Low,1.2
9027,15635197,Login Issue,Medium,5.6
9028,15592761,Fraud Alert,Critical,25.5
9029,15574283,Billing,Low,2.1
9030,15574283,Login Issue,Medium,4.5
9031,15598097,Fraud Alert,Low,
9032,15598097,Fraud Alert,Low,1.7
9033,15711352,Loan Query,Medium,8.8
9034,15620751,Card Problem,,28.1
9035,15656717,Billing,Low,1.5
9036,15656717,Loan Query,Medium,11.9
9037,15643121,Card Problem,Medium,10.6
9038,15723671,Billing,Medium,7.9
9039,15723671,App Bug,High,20.8
9040,15723671,Card Problem,Medium,10.7
9041,15752846,App Bug,Low,2.8
9042,15640852,Loan Query,Low,4.4
9043,15640852,Fraud Alert,Medium,9.1
9044,15789313,Billing,High,29.7
9045,15789313,Billing,High,21.0
9046,15789313,Login Issue,Medium,12.8
9047,15789313,App Bug,Low,4.5
9048,15793688,Fraud Alert,Medium,5.9
9049,15793688,Card Problem,Low,4.0
9050,15793688,Billing,Low,1.3
9051,15761364,Login Issue,High,30.7
9052,15587978,Billing,low,1.1
9053,15761053,Card Problem,Low,1.8
9054,15761053,Fraud Alert,Low,2.6
9055,15702095,Billing,High,25.1
9056,15702095,Billing,Low,4.8
9057,15702095,Card Problem,High,24.0
9058,15700801,Loan Query,Low,2.0
