ticket_key,issue_type,severity
7849,Card Problem,Low
7850,Card Problem,Low
7851,Login Issue,Medium
7852,Card Problem,Low
7853,Login Issue,Low
7854,App Bug,Low
7855,App Bug,Medium
7856,App Bug,High
7857,Fraud Alert,High
7858,Card Problem,Low
7859,Fraud Alert,Low
7860,Billing,Medium
7861,Billing,High
7862,Login Issue,Medium
7863,Billing,Low
7864,Loan Query,Medium
7865,Fraud Alert,Low
7866,Fraud Alert,Medium
7867,Loan Query,Medium
7868,Loan Query,Low
7869,Loan Query,Medium
7870,Card Problem,Low
7871,Login Issue,High
7872,Loan Query,Medium
7873,App Bug,Low
7874,Loan Query,Low
7875,Login Issue,High
7876,Loan Query,Low
7877,App Bug,High
7878,Login Issue,Medium
7879,App Bug,Low
7880,Loan Query,Medium
7881,Fraud Alert,High
7882,Billing,Medium
7883,Loan Query,Critical
7884,App Bug,Critical
7885,Fraud Alert,Low
7886,Loan Query,Medium
7888,Card Problem,Medium
7889,Login Issue,Low
7890,Login Issue,Medium
7891,App Bug,Critical
7892,App Bug,Low
7893,Login Issue,Low
7894,Loan Query,Medium
7895,App Bug,Medium
7896,Card Problem,Low
7897,Billing,Medium
7898,Loan Query,Low
7899,Loan Query,Low
7900,Login Issue,High
7901,Card Problem,Medium
7902,Card Problem,Critical
7903,Login Issue,Medium
7904,Card Problem,Medium
7905,Fraud Alert,Medium
7906,Loan Query,Low
7907,App Bug,Medium
7908,Card Problem,Low
7909,Fraud Alert,Critical
7910,Login Issue,Critical
7911,Billing,Medium
7912,Billing,Medium
7913,Loan Query,Medium
7914,App Bug,Medium
7915,Card Problem,High
7916,App Bug,Medium
7917,Billing,Medium
7918,Billing,Critical
7919,Fraud Alert,Low
7920,Billing,Low
7921,Login Issue,Low
7922,Loan Query,Low
7923,Login Issue,Low
7924,Loan Query,Medium
7925,Loan Query,Medium
7926,Billing,Low
7927,Loan Query,High
7928,Fraud Alert,Low
7929,Card Problem,High
7930,App Bug,High
7931,Login Issue,Medium
7932,Billing,Low
7933,App Bug,Medium
7934,Fraud Alert,Low
7935,Loan Query,Critical
7936,Billing,Medium
7937,Fraud Alert,Critical
7938,Fraud Alert,High
7939,Login Issue,Medium
7940,App Bug,Medium
7941,Billing,Low
7942,Fraud Alert,Medium
7943,App Bug,High
7944,Billing,Medium
7945,Login Issue,High
7946,Login Issue,Medium
7947,Login Issue,Medium
7948,Loan Query,Medium
7949,Loan Query,Low
7950,Loan Query,Low
7951,App Bug,Medium
7952,Fraud Alert,Critical
7954,Loan Query,High
7955,Card Problem,Low
7956,Fraud Alert,Medium
7957,Card Problem,Low
7958,Billing,High
7959,App Bug,Medium
7960,Fraud Alert,High
7961,Card Problem,Medium
7962,Loan Query,Low
7963,Fraud Alert,High
7964,Card Problem,Low
7965,Billing,Medium
7966,Loan Query,Low
7967,Card Problem,Low
7968,App Bug,Medium
7969,Loan Query,Medium
7970,Billing,Medium
7971,App Bug,Medium
7972,Loan Query,Low
7973,Billing,Low
7974,Billing,Low
7975,App Bug,High
7976,App Bug,Critical
7977,Billing,Medium
7978,Billing,Medium
7979,Login Issue,Low
7980,Fraud Alert,High
7981,Card Problem,High
7982,Billing,Low
7983,App Bug,Medium
7984,Loan Query,High
7985,Card Problem,Low
7986,App Bug,Medium
7987,App Bug,Medium
7988,Card Problem,Critical
7989,Card Problem,High
7990,Login Issue,High
7991,Card Problem,Medium
7992,Fraud Alert,Low
7993,Login Issue,Low
7994,App Bug,Low
7995,Loan Query,Medium
7996,Fraud Alert,High
7997,Billing,Low
7998,App Bug,High
7999,App Bug,Medium
8000,Card Problem,Medium
8001,Login Issue,Medium
8002,Card Problem,Medium
8003,Billing,High
8004,Card Problem,Low
8005,Loan Query,Low
8006,App Bug,Medium
8007,Fraud Alert,Medium
8008,Card Problem,High
8009,Card Problem,Low
8010,Fraud Alert,Medium
8011,Login Issue,High
8012,App Bug,Low
8013,App Bug,Medium
8014,Card Problem,High
8015,Fraud Alert,Low
8016,Loan Query,High
8017,Billing,Medium
8018,Fraud Alert,High
8019,Fraud Alert,High
8020,Fraud Alert,Medium
8021,App Bug,High
8022,Billing,Low
8023,Loan Query,Low
8024,Fraud Alert,Low
8025,Card Problem,Low
8026,Loan Query,Medium
8027,Billing,Low
8028,Fraud Alert,Low
8029,Login Issue,High
8030,Fraud Alert,Low
8031,App Bug,High
8032,Fraud Alert,Medium
8033,Loan Query,Low
8034,App Bug,High
8035,Loan Query,Low
8036,App Bug,High
8037,Login Issue,Medium
8038,Billing,Low
8039,Loan Query,High
8040,Card Problem,Medium
8041,App Bug,Low
8042,Login Issue,Low
8043,App Bug,Low
8044,Fraud Alert,Medium
8045,Fraud Alert,Low
8046,Loan Query,High
8047,Loan Query,Low
8048,Loan Query,Critical
8049,Loan Query,Low
8050,Loan Query,Critical
8051,Card Problem,Medium
8053,Fraud Alert,Medium
8054,Fraud Alert,Low
8055,Billing,Medium
8056,Fraud Alert,Medium
8057,Billing,Low
8058,Fraud Alert,Medium
8059,Billing,Low
8060,Billing,Medium
8061,App Bug,Critical
8062,Login Issue,Medium
8063,Billing,Medium
8064,Billing,Critical
8065,Loan Query,Low
8066,Billing,Medium
8067,Card Problem,Low
8068,Login Issue,Medium
8069,App Bug,Low
8070,App Bug,High
8071,Login Issue,Low
8072,Loan Query,Critical
8073,Fraud Alert,High
8074,Loan Query,High
8075,Billing,Low
8076,Card Problem,Low
8077,Fraud Alert,Low
8078,Loan Query,Low
8079,App Bug,Medium
8080,Loan Query,High
8081,Billing,Low
8082,Fraud Alert,Medium
8083,App Bug,Low
8084,Card Problem,Medium
8085,Login Issue,Critical
8086,Card Problem,Medium
8087,Fraud Alert,Medium
8088,Fraud Alert,Medium
8089,Card Problem,Low
8090,Fraud Alert,Low
8091,Fraud Alert,Medium
8092,Loan Query,High
8093,Billing,Low
8094,Billing,Low
8095,Card Problem,Medium
8096,Loan Query,High
8097,Loan Query,Low
8098,Loan Query,High
8099,Login Issue,Medium
8100,App Bug,Low
8101,Login Issue,High
8102,Fraud Alert,Medium
8103,Loan Query,High
8104,Billing,Low
8105,Loan Query,High
8106,Loan Query,Medium
8107,Login Issue,Low
8108,App Bug,Medium
8109,Card Problem,High
8110,Fraud Alert,Medium
8111,Billing,Low
8112,Loan Query,Low
8113,Billing,Medium
8114,App Bug,Low
8115,App Bug,Low
8116,Fraud Alert,Low
8117,Card Problem,High
8118,App Bug,Medium
8119,App Bug,Medium
8120,Billing,High
8121,Card Problem,Low
8122,App Bug,Low
8123,Fraud Alert,Low
8124,Loan Query,Medium
8125,Billing,Medium
8126,Login Issue,Low
8127,Card Problem,Low
8128,Loan Query,Medium
8129,Fraud Alert,Low
8130,App Bug,Critical
8131,Fraud Alert,Medium
8132,App Bug,Medium
8133,Card Problem,Medium
8134,Billing,High
8135,Billing,Low
8136,App Bug,Medium
8137,Fraud Alert,Medium
8138,App Bug,Medium
8139,Billing,Low
8141,App Bug,Low
8142,Billing,Low
8143,Card Problem,Medium
8144,Card Problem,High
8145,Billing,Medium
8146,Billing,Low
8147,Fraud Alert,High
8148,Fraud Alert,Medium
8149,Loan Query,Low
8150,Login Issue,Medium
8151,App Bug,Low
8152,Billing,Critical
8153,Loan Query,Low
8154,Billing,High
8155,Card Problem,Low
8156,Login Issue,Medium
8157,Billing,High
8158,Loan Query,Medium
8159,Loan Query,Low
8160,Card Problem,Medium
8161,Fraud Alert,High
8162,Loan Query,Low
8163,Login Issue,Medium
8164,Loan Query,High
8165,Login Issue,Low
8166,Billing,Medium
8167,Billing,Low
8168,Loan Query,Medium
8169,Loan Query,Low
8170,Loan Query,Medium
8171,Login Issue,Low
8172,Billing,Low
8173,Card Problem,Medium
8174,Loan Query,Low
8175,Billing,Low
8176,Billing,High
8177,Card Problem,Low
8178,Login Issue,Medium
8179,App Bug,Low
8180,Billing,Low
8181,Billing,Medium
8182,App Bug,Low
8183,Card Problem,Low
8184,Fraud Alert,Low
8185,Loan Query,High
8186,Login Issue,Low
8187,Billing,Low
8188,Loan Query,Medium
8189,Billing,Low
8190,Login Issue,Medium
8191,Card Problem,Medium
8192,Fraud Alert,Medium
8193,Fraud Alert,Low
8194,Card Problem,High
8195,App Bug,Medium
8196,App Bug,High
8197,Card Problem,High
8198,Card Problem,Low
8199,Fraud Alert,High
8200,Loan Query,Medium
8201,Login Issue,High
8202,Login Issue,Medium
8203,Fraud Alert,Medium
8204,Login Issue,High
8205,Fraud Alert,Low
8206,Billing,Medium
8207,Fraud Alert,Medium
8208,App Bug,Critical
8209,Billing,Critical
8210,App Bug,Low
8211,Fraud Alert,Medium
8212,Billing,Medium
8213,Card Problem,Low
8214,Login Issue,High
8215,Billing,Low
8216,Card Problem,High
8218,Card Problem,Low
8219,Login Issue,Low
8220,Fraud Alert,High
8221,Billing,High
8222,Login Issue,High
8223,Login Issue,Medium
8224,Card Problem,Low
8225,Fraud Alert,Low
8226,Billing,Low
8227,Fraud Alert,High
8228,Fraud Alert,High
8229,Billing,Low
8230,Loan Query,High
8231,Login Issue,Low
8232,App Bug,Medium
8233,App Bug,Medium
8234,App Bug,High
8235,Fraud Alert,High
8236,App Bug,High
8237,App Bug,Medium
8238,Fraud Alert,Medium
8239,Loan Query,Low
8240,App Bug,Critical
8241,App Bug,Low
8242,Card Problem,Low
8243,Login Issue,Medium
8244,App Bug,Low
8245,Card Problem,High
8246,Fraud Alert,Low
8247,Loan Query,Critical
8248,Login Issue,Medium
8249,Loan Query,Critical
8250,Loan Query,High
8251,Login Issue,High
8252,Login Issue,Medium
8253,Login Issue,Medium
8254,Loan Query,Medium
8255,Card Problem,High
8256,Billing,High
8257,Card Problem,Critical
8259,Billing,Low
8260,Fraud Alert,Low
8261,App Bug,Low
8262,Billing,Medium
8263,Fraud Alert,Low
8264,Fraud Alert,Low
8265,Login Issue,Low
8266,Billing,High
8267,Loan Query,Medium
8268,Fraud Alert,Medium
8269,Fraud Alert,High
8270,Login Issue,High
8271,Billing,Low
8272,Login Issue,Medium
8273,Fraud Alert,Low
8274,Login Issue,Medium
8275,Card Problem,High
8276,App Bug,Medium
8277,Loan Query,Low
8278,Fraud Alert,Low
8279,App Bug,Low
8280,Card Problem,Medium
8281,Loan Query,Low
8282,App Bug,Medium
8283,Loan Query,Low
8284,Loan Query,High
8285,Billing,High
8286,Loan Query,Low
8287,Fraud Alert,High
8288,Billing,Critical
8289,Login Issue,Low
8290,Billing,Low
8291,Card Problem,High
8292,Card Problem,Medium
8293,App Bug,Medium
8294,Login Issue,High
8295,Fraud Alert,Medium
8296,Card Problem,Low
8297,Login Issue,Medium
8298,Fraud Alert,Low
8299,Loan Query,High
8300,Loan Query,Medium
8301,Card Problem,Low
8302,Loan Query,Medium
8303,App Bug,High
8304,Login Issue,High
8305,Login Issue,Low
8306,Billing,Low
8307,Card Problem,Medium
8308,Billing,Low
8309,Loan Query,Medium
8310,Loan Query,Low
8311,App Bug,Medium
8312,Billing,Medium
8313,Fraud Alert,Medium
8314,Fraud Alert,Medium
8315,App Bug,Medium
8316,Loan Query,Low
8317,Login Issue,High
8318,Billing,Low
8319,Fraud Alert,Low
8320,Billing,Low
8321,App Bug,Medium
8322,App Bug,Critical
8323,Card Problem,Low
8324,Loan Query,High
8325,Fraud Alert,Low
8326,Loan Query,Low
8327,Billing,Low
8328,Login Issue,High
8329,App Bug,Low
8330,Billing,Critical
8331,Loan Query,High
8332,Card Problem,Low
8333,Fraud Alert,High
8334,Fraud Alert,Medium
8335,Card Problem,Medium
8336,Login Issue,High
8337,Login Issue,Low
8338,Card Problem,Critical
8339,Billing,High
8340,Billing,Low
8341,Loan Query,Low
8342,Fraud Alert,Low
8343,Login Issue,Medium
8345,Fraud Alert,Low
8346,Card Problem,High
8347,Card Problem,Low
8349,Fraud Alert,High
8350,Fraud Alert,Low
8351,App Bug,Low
8352,Fraud Alert,Medium
8353,Login Issue,High
8354,App Bug,Medium
8355,Login Issue,Low
8356,App Bug,High
8357,Loan Query,Low
8358,Loan Query,High
8359,Fraud Alert,Medium
8360,Loan Query,Medium
8361,Login Issue,Medium
8362,Fraud Alert,Low
8363,Billing,Low
8364,Loan Query,Medium
8365,Fraud Alert,Critical
8366,Billing,Low
8367,App Bug,High
8368,App Bug,High
8369,Loan Query,High
8370,Login Issue,Medium
8371,Login Issue,Medium
8372,App Bug,Medium
8373,Fraud Alert,Low
8374,Fraud Alert,Medium
8375,Fraud Alert,High
8376,Login Issue,Medium
8377,Fraud Alert,Medium
8378,Billing,Low
8379,Fraud Alert,Low
8380,App Bug,Critical
8381,Fraud Alert,Low
8382,Billing,Medium
8383,Fraud Alert,Medium
8384,Loan Query,High
8385,Fraud Alert,Medium
8386,Loan Query,Medium
8387,Billing,Low
8388,Card Problem,Low
8389,Loan Query,Critical
8390,Loan Query,Medium
8391,App Bug,Medium
8392,Loan Query,Medium
8393,Fraud Alert,Low
8394,Billing,Low
8395,Fraud Alert,Critical
8396,Login Issue,Low
8397,Fraud Alert,Low
8398,Loan Query,Low
8399,Login Issue,Low
8400,Loan Query,Critical
8401,App Bug,Medium
8402,Fraud Alert,High
8403,Billing,High
8404,Fraud Alert,Low
8405,Fraud Alert,Low
8406,Card Problem,Medium
8407,Fraud Alert,Critical
8408,App Bug,Low
8409,Card Problem,Medium
8411,App Bug,Medium
8412,Billing,Low
8413,Billing,Medium
8414,App Bug,Medium
8415,Fraud Alert,Low
8416,Billing,Low
8417,Loan Query,Medium
8418,Fraud Alert,Medium
8419,Billing,Medium
8420,Billing,Low
8421,Card Problem,High
8422,Login Issue,Low
8423,Loan Query,Low
8424,Fraud Alert,High
8425,Loan Query,Low
8426,Card Problem,Low
8427,Fraud Alert,Low
8428,App Bug,Medium
8429,Billing,Medium
8430,Card Problem,Low
8431,Login Issue,Critical
8432,Billing,Low
8433,Loan Query,Medium
8434,Billing,Low
8435,Loan Query,Low
8436,Login Issue,Low
8437,Loan Query,Low
8438,Fraud Alert,Medium
8439,App Bug,Medium
8440,Login Issue,Critical
8441,Loan Query,Medium
8442,Card Problem,Medium
8443,Loan Query,Medium
8444,Card Problem,Low
8445,Fraud Alert,Medium
8446,Card Problem,Medium
8447,Fraud Alert,Medium
8448,Billing,Low
8449,App Bug,Medium
8450,Fraud Alert,Medium
8451,App Bug,High
8452,Loan Query,Low
8453,Billing,Low
8454,Card Problem,High
8455,Login Issue,High
8456,Card Problem,Critical
8457,Fraud Alert,Medium
8458,Card Problem,Medium
8459,Fraud Alert,Low
8460,Card Problem,Medium
8461,Fraud Alert,Medium
8462,Fraud Alert,Medium
8463,Loan Query,Medium
8464,App Bug,Medium
8465,Loan Query,Medium
8466,Fraud Alert,Low
8467,Billing,Medium
8468,Login Issue,Medium
8469,Billing,Low
8470,Loan Query,Medium
8471,Loan Query,High
8472,Loan Query,High
8473,Billing,High
8474,Billing,Medium
8475,Login Issue,High
8476,Loan Query,Low
8477,App Bug,Low
8478,Loan Query,High
8479,Loan Query,Medium
8480,Loan Query,Critical
8481,Billing,High
8482,Loan Query,Medium
8483,Loan Query,Medium
8484,Login Issue,Critical
8485,App Bug,Low
8486,Fraud Alert,Low
8487,Fraud Alert,Medium
8488,Card Problem,High
8489,Loan Query,High
8490,Billing,Medium
8492,Login Issue,Low
8493,Billing,Medium
8494,Card Problem,High
8495,Card Problem,High
8496,Login Issue,Critical
8497,App Bug,High
8498,Login Issue,Medium
8499,Loan Query,Critical
8500,Fraud Alert,Low
8501,App Bug,Medium
8502,Fraud Alert,Low
8503,Fraud Alert,Low
8504,Login Issue,High
8505,Fraud Alert,Medium
8506,Login Issue,High
8507,Loan Query,Low
8508,App Bug,Medium
8509,App Bug,Low
8510,Loan Query,Medium
8511,Loan Query,Low
8512,Billing,Low
8513,Login Issue,Medium
8514,Billing,Low
8515,Billing,Low
8516,Fraud Alert,High
8517,Fraud Alert,Low
8518,Fraud Alert,Critical
8519,Loan Query,High
8521,App Bug,Low
8522,Login Issue,Low
8523,App Bug,High
8524,Billing,High
8525,Card Problem,Low
8526,Billing,Medium
8527,Fraud Alert,Low
8528,Loan Query,Medium
8529,Login Issue,Medium
8530,Billing,Medium
8531,Login Issue,Low
8532,Login Issue,High
8533,App Bug,Medium
8535,Loan Query,Low
8536,App Bug,Medium
8537,Fraud Alert,High
8538,App Bug,Medium
8539,Billing,Low
8540,Card Problem,High
8541,Fraud Alert,Low
8542,Card Problem,Low
8543,Loan Query,Low
8544,App Bug,High
8545,Card Problem,Medium
8546,Card Problem,Medium
8547,Loan Query,Medium
8548,App Bug,Low
8549,Login Issue,High
8550,Login Issue,Low
8551,Fraud Alert,Low
8552,Loan Query,High
8553,Billing,Medium
8554,Login Issue,High
8555,Fraud Alert,Medium
8556,Loan Query,Low
8557,Billing,Medium
8558,Billing,Medium
8559,Login Issue,Medium
8560,App Bug,Low
8561,App Bug,Low
8562,App Bug,Low
8563,Loan Query,Medium
8564,Loan Query,Critical
8565,Card Problem,High
8566,Fraud Alert,Medium
8567,App Bug,Low
8568,App Bug,Low
8569,Billing,High
8570,Login Issue,Medium
8571,Card Problem,Critical
8572,Card Problem,Medium
8573,Billing,High
8574,Card Problem,Medium
8575,Loan Query,Medium
8576,Card Problem,High
8577,Card Problem,Medium
8578,Billing,Medium
8579,Loan Query,High
8580,Billing,Medium
8581,Loan Query,Low
8582,Loan Query,Medium
8583,Card Problem,Medium
8584,Card Problem,Medium
8585,Login Issue,High
8586,App Bug,Medium
8587,Login Issue,Low
8588,Fraud Alert,Low
8589,App Bug,Low
8590,Loan Query,Medium
8591,Loan Query,Low
8592,Loan Query,Medium
8593,Login Issue,Medium
8594,Fraud Alert,Low
8595,App Bug,Medium
8596,Billing,Low
8597,Fraud Alert,High
8598,Card Problem,High
8599,Billing,Medium
8600,Loan Query,Low
8601,Login Issue,Low
8602,App Bug,High
8603,Fraud Alert,Low
8604,Card Problem,Low
8605,Login Issue,Low
8606,Login Issue,Medium
8607,Fraud Alert,High
8608,Login Issue,Low
8609,Fraud Alert,Medium
8610,App Bug,High
8611,Loan Query,Medium
8612,Billing,Low
8613,Login Issue,High
8614,Card Problem,High
8615,Loan Query,Low
8616,Login Issue,Low
8617,Card Problem,High
8618,Loan Query,Medium
8619,Fraud Alert,Critical
8620,Fraud Alert,Low
8621,Login Issue,High
8622,App Bug,Low
8623,Fraud Alert,High
8624,Loan Query,Medium
8625,Fraud Alert,Low
8626,Billing,High
8627,Loan Query,Medium
8628,Billing,Low
8629,Card Problem,Low
8630,Fraud Alert,Low
8631,Billing,Low
8632,Login Issue,High
8633,App Bug,Medium
8634,Billing,Low
8635,Login Issue,Low
8636,Card Problem,Low
8637,Billing,Medium
8638,Login Issue,Medium
8639,Fraud Alert,Low
8640,Loan Query,Medium
8641,Billing,Medium
8642,Billing,Low
8643,Card Problem,High
8644,Billing,Critical
8645,Billing,Critical
8646,App Bug,Low
8647,Loan Query,Low
8648,App Bug,Low
8649,Loan Query,Medium
8650,Billing,Low
8651,Fraud Alert,Low
8652,Loan Query,Low
8653,Loan Query,Low
8654,Fraud Alert,Medium
8655,App Bug,Medium
8656,Fraud Alert,Low
8657,Loan Query,Medium
8658,App Bug,Low
8659,Loan Query,Low
8660,Billing,Medium
8661,App Bug,Medium
8662,Billing,Low
8663,Login Issue,Low
8664,Card Problem,Medium
8665,Loan Query,Low
8666,Fraud Alert,Low
8667,Loan Query,Low
8668,Fraud Alert,Medium
8669,Login Issue,Medium
8670,Loan Query,Low
8671,Fraud Alert,Medium
8672,Card Problem,Low
8673,Billing,Low
8674,App Bug,Low
8675,App Bug,Low
8676,App Bug,High
8677,Billing,Low
8678,App Bug,Low
8679,App Bug,Medium
8680,Billing,Medium
8681,Billing,Medium
8682,Fraud Alert,Medium
8683,Billing,Low
8684,Fraud Alert,High
8685,App Bug,Medium
8686,Billing,High
8687,Card Problem,Low
8688,Fraud Alert,Low
8689,Card Problem,Medium
8690,Loan Query,High
8691,App Bug,High
8692,Login Issue,Medium
8693,App Bug,Low
8694,App Bug,Low
8695,Login Issue,Medium
8696,Login Issue,Low
8697,Loan Query,Medium
8698,Login Issue,Low
8699,App Bug,Low
8700,App Bug,Low
8701,Billing,Medium
8702,Login Issue,Medium
8703,Loan Query,Low
8704,Fraud Alert,Low
8705,App Bug,High
8706,Card Problem,Medium
8707,Login Issue,Medium
8708,App Bug,Low
8709,App Bug,Low
8710,Fraud Alert,Low
8711,Loan Query,High
8712,Fraud Alert,Medium
8713,Login Issue,Low
8714,Billing,Medium
8715,Card Problem,Medium
8716,Billing,Low
8717,Loan Query,Medium
8718,Card Problem,Critical
8719,Card Problem,Medium
8720,App Bug,Medium
8721,Billing,High
8722,Card Problem,Critical
8723,Billing,Medium
8724,Loan Query,Medium
8725,Loan Query,High
8726,Fraud Alert,Medium
8727,Loan Query,Low
8728,Card Problem,Low
8729,Login Issue,Medium
8730,Card Problem,Medium
8731,App Bug,High
8732,Loan Query,Low
8733,Card Problem,Critical
8734,Fraud Alert,Low
8735,Card Problem,Low
8736,App Bug,Medium
8737,Billing,Critical
8738,App Bug,Medium
8739,Fraud Alert,Low
8740,Loan Query,Low
8741,Fraud Alert,Medium
8742,Fraud Alert,Critical
8743,Billing,Low
8744,Fraud Alert,Low
8746,Login Issue,Medium
8747,Billing,Medium
8748,Login Issue,Medium
8749,Billing,Low
8750,App Bug,Low
8751,Loan Query,High
8752,App Bug,Medium
8753,Fraud Alert,High
8754,App Bug,High
8755,Login Issue,Critical
8756,Fraud Alert,Low
8757,App Bug,Medium
8758,Login Issue,Low
8759,Loan Query,Medium
8760,Fraud Alert,Low
8761,Fraud Alert,Medium
8762,Billing,High
8763,Fraud Alert,Low
8764,Billing,Low
8765,App Bug,Low
8766,Card Problem,Low
8767,Fraud Alert,Medium
8768,Fraud Alert,Medium
8769,Card Problem,Medium
8770,Login Issue,High
8771,Billing,Medium
8772,Billing,Low
8773,Login Issue,High
8774,Billing,Medium
8775,Card Problem,Critical
8776,Fraud Alert,Critical
8777,Billing,Medium
8778,App Bug,Medium
8779,Fraud Alert,High
8780,Card Problem,Medium
8781,Loan Query,Medium
8782,Loan Query,High
8783,Loan Query,Low
8784,Login Issue,Low
8785,Loan Query,Medium
8786,Fraud Alert,Medium
8787,Fraud Alert,Medium
8788,Loan Query,Critical
8789,Card Problem,Low
8790,Card Problem,High
8791,App Bug,Low
8792,Login Issue,Low
8793,Fraud Alert,Medium
8794,Loan Query,Medium
8795,App Bug,Medium
8796,App Bug,Medium
8797,Login Issue,Medium
8798,App Bug,Critical
8799,Billing,Medium
8800,Fraud Alert,Medium
8801,Card Problem,Low
8802,Login Issue,Low
8803,Billing,Low
8805,Card Problem,Low
8806,App Bug,Critical
8807,App Bug,Low
8808,Login Issue,Low
8809,Login Issue,Medium
8810,Billing,Medium
8811,App Bug,Low
8812,Loan Query,Low
8813,App Bug,Low
8814,Fraud Alert,Medium
8815,Billing,Low
8816,Billing,Low
8817,Loan Query,Low
8818,Login Issue,High
8819,Login Issue,Low
8820,App Bug,Medium
8821,Fraud Alert,Low
8822,Fraud Alert,Low
8823,Fraud Alert,Low
8824,Fraud Alert,Low
8825,Card Problem,Medium
8826,Fraud Alert,High
8827,Card Problem,Medium
8828,Billing,Low
8829,Fraud Alert,Medium
8831,Card Problem,Medium
8832,Login Issue,High
8833,App Bug,Low
8834,Fraud Alert,Low
8835,App Bug,Medium
8836,Billing,Medium
8837,Card Problem,Low
8838,App Bug,Low
8839,Billing,Low
8840,Card Problem,Medium
8841,Billing,High
8842,Card Problem,High
8843,Fraud Alert,Low
8844,Login Issue,Low
8845,Login Issue,High
8846,Fraud Alert,Low
8847,Card Problem,Medium
8848,Card Problem,Medium
8849,Fraud Alert,Medium
8850,Fraud Alert,Low
8851,App Bug,High
8852,Billing,Medium
8853,Billing,High
8854,Card Problem,Low
8856,Billing,Medium
8857,Billing,Critical
8858,App Bug,Medium
8859,Card Problem,High
8860,App Bug,Medium
8861,App Bug,Low
8862,Login Issue,Medium
8863,Billing,Medium
8864,Login Issue,Medium
8865,Login Issue,Low
8866,Billing,Low
8867,Billing,Low
8868,Fraud Alert,Low
8869,Fraud Alert,Medium
8870,Fraud Alert,Low
8871,Login Issue,Low
8872,Billing,Medium
8873,App Bug,Medium
8874,App Bug,Medium
8875,Billing,High
8876,Card Problem,Medium
8877,Loan Query,Low
8878,Fraud Alert,High
8879,Card Problem,Medium
8880,Card Problem,Low
8881,Card Problem,Medium
8882,Billing,Low
8883,App Bug,Low
8884,Loan Query,Low
8885,App Bug,High
8886,Billing,High
8887,Login Issue,Medium
8888,Loan Query,High
8889,Billing,Low
8890,Loan Query,Medium
8891,Login Issue,Low
8892,Login Issue,Low
8893,Loan Query,Low
8894,App Bug,Low
8895,Card Problem,High
8896,Loan Query,Low
8897,App Bug,Medium
8898,Fraud Alert,Medium
8899,Loan Query,High
8900,Loan Query,Medium
8901,Login Issue,Low
8902,App Bug,High
8903,Billing,Medium
8904,Login Issue,Medium
8905,Loan Query,Low
8906,Loan Query,Low
8908,Billing,Medium
8909,Card Problem,Low
8910,Fraud Alert,Low
8911,Card Problem,Medium
8912,Fraud Alert,High
8913,Card Problem,Medium
8914,Card Problem,Medium
8915,Loan Query,Medium
8916,Billing,Low
8917,Billing,Low
8918,Login Issue,High
8919,Card Problem,Low
8920,App Bug,Critical
8921,Card Problem,Medium
8922,Billing,Medium
8923,Billing,Low
8924,App Bug,Low
8925,Login Issue,High
8926,Billing,Medium
8927,Loan Query,Low
8928,Billing,Medium
8929,App Bug,Low
8930,Login Issue,Medium
8931,Login Issue,Low
8932,App Bug,Medium
8933,Loan Query,Low
8934,Billing,Critical
8935,App Bug,Critical
8936,Card Problem,Low
8937,App Bug,Medium
8938,Card Problem,Medium
8939,App Bug,Critical
8940,Loan Query,Critical
8941,Billing,Low
8942,Login Issue,Medium
8943,App Bug,Low
8944,Loan Query,Medium
8945,Billing,Low
8946,App Bug,Low
8947,Fraud Alert,Medium
8948,Card Problem,Low
8949,Fraud Alert,High
8950,Fraud Alert,Low
8951,Billing,High
8952,Loan Query,Critical
8953,Card Problem,Critical
8955,Loan Query,Critical
8957,App Bug,Medium
8958,Login Issue,Medium
8959,Fraud Alert,Low
8960,Login Issue,Medium
8961,Card Problem,Medium
8962,Card Problem,Medium
8963,Fraud Alert,Medium
8964,Login Issue,Medium
8965,Billing,Medium
8966,Login Issue,Medium
8967,Fraud Alert,Medium
8968,Card Problem,Low
8969,Billing,Low
8970,Fraud Alert,Medium
8971,Billing,Medium
8972,App Bug,Medium
8973,Billing,High
8974,Card Problem,Medium
8975,Loan Query,Low
8976,Card Problem,High
8977,Loan Query,High
8978,Billing,Critical
8979,Fraud Alert,High
8980,Fraud Alert,Medium
8981,App Bug,High
8982,App Bug,High
8983,Login Issue,Low
8984,Loan Query,Critical
8985,App Bug,Low
8986,Card Problem,Low
8987,Card Problem,High
8988,App Bug,Critical
8989,Loan Query,Medium
8990,Card Problem,Medium
8991,Login Issue,High
8992,Loan Query,Low
8993,Billing,High
8994,Fraud Alert,Low
8995,Login Issue,Medium
8996,Fraud Alert,High
8997,Billing,Medium
8998,Card Problem,Critical
8999,Loan Query,Medium
9000,Card Problem,Low
9001,Billing,Low
9002,Fraud Alert,Medium
9003,Billing,High
9004,Loan Query,High
9005,App Bug,Medium
9006,Fraud Alert,Medium
9007,Fraud Alert,Low
9008,Fraud Alert,Medium
9009,App Bug,High
9010,App Bug,Low
9011,Card Problem,Low
9012,Card Problem,Medium
9013,Billing,Medium
9014,Billing,Low
9015,App Bug,Medium
9016,Login Issue,Low
9017,App Bug,Medium
9018,Login Issue,Medium
9019,Fraud Alert,Medium
9020,App Bug,Medium
9021,Login Issue,High
9022,App Bug,Low
9023,Loan Query,Low
9024,Login Issue,Medium
